Jogador,Liga,Clube,Nação,Pos.,Idade,MP,Inícios,Min.,90s,Gols,Assis.,G-PB,PB,PT,CrtsA,CrtV,G_90,A_90,G+A_90
Kevin Paredes,Bundesliga,Wolfsburg,USA,ATA,18,2,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Daniel Ginczek,Bundesliga,Wolfsburg,GER,MEI,30,2,0,13,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Anthony Losilla,Bundesliga,Bochum,FRA,MEI,35,33,33,2935,32.6,2,0,2,0,0,5,0,0.06,0.0,0.06
Manuel Riemann,Bundesliga,Bochum,GER,GK,32,31,31,2790,31.0,0,1,0,0,1,2,0,0.0,0.03,0.03
Danilo Soares,Bundesliga,Bochum,BRA,DEF,29,30,30,2564,28.5,0,1,0,0,0,4,0,0.0,0.04,0.04
Elvis Rexhbeçaj,Bundesliga,Bochum,GER,MEI,23,32,30,2542,28.2,0,0,0,0,0,5,0,0.0,0.0,0.0
Sebastian Polter,Bundesliga,Bochum,GER,ATA,30,33,27,2341,26.0,10,1,9,1,2,2,0,0.38,0.04,0.42
Gerrit Holtmann,Bundesliga,Bochum,PHI,ATA,26,29,23,1840,20.4,5,4,5,0,0,0,0,0.25,0.2,0.44
Armel Bella Kotchap,Bundesliga,Bochum,GER,DEF,19,22,20,1768,19.6,0,0,0,0,0,5,0,0.0,0.0,0.0
Cristian Gamboa,Bundesliga,Bochum,CRC,DEF,31,23,20,1722,19.1,1,0,1,0,0,6,0,0.05,0.0,0.05
Takuma Asano,Bundesliga,Bochum,JPN,ATA,26,27,20,1608,17.9,3,4,3,0,0,1,0,0.17,0.22,0.39
Miloš Pantović,Bundesliga,Bochum,SRB,MEI,25,28,18,1533,17.0,4,3,3,1,1,2,0,0.24,0.18,0.41
Erhan Mašović,Bundesliga,Bochum,SRB,DEF,22,20,17,1552,17.2,0,0,0,0,0,7,0,0.0,0.0,0.0
Maxim Leitsch,Bundesliga,Bochum,GER,DEF,23,19,17,1538,17.1,1,0,1,0,0,2,0,0.06,0.0,0.06
Eduard Löwen,Bundesliga,Bochum,GER,MEI,24,26,15,1416,15.7,2,2,1,1,1,0,0,0.13,0.13,0.25
Kostas Stafylidis,Bundesliga,Bochum,GRE,DEF,27,24,15,1388,15.4,0,1,0,0,0,3,1,0.0,0.06,0.06
Vassilis Lambropoulos,Bundesliga,Bochum,GRE,DEF,31,13,13,1168,13.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Christopher Antwi-Adjei,Bundesliga,Bochum,GHA,ATA,27,25,12,1130,12.6,1,1,1,0,0,2,0,0.08,0.08,0.16
Herbert Bockhorn,Bundesliga,Bochum,GER,DEF,26,18,7,850,9.4,0,0,0,0,0,1,0,0.0,0.0,0.0
Patrick Osterhage,Bundesliga,Bochum,GER,MEI,21,13,6,599,6.7,0,1,0,0,0,2,0,0.0,0.15,0.15
Simon Zoller,Bundesliga,Bochum,GER,ATA,30,10,6,596,6.6,3,2,3,0,0,3,0,0.45,0.3,0.76
Robert Tesche,Bundesliga,Bochum,GER,MEI,34,11,5,349,3.9,0,0,0,0,0,2,1,0.0,0.0,0.0
Jürgen Locadia,Bundesliga,Bochum,NED,ATA,27,11,4,444,4.9,2,1,1,1,1,0,0,0.41,0.2,0.61
Michael Esser,Bundesliga,Bochum,GER,GK,33,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Danny Blum,Bundesliga,Bochum,GER,ATA,30,13,2,346,3.8,2,0,2,0,0,0,0,0.53,0.0,0.53
Silvère Ganvoula M'Boussy,Bundesliga,Bochum,CGO,ATA,25,9,0,153,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Soma Novothny,Bundesliga,Bochum,HUN,ATA,27,6,0,80,0.9,1,0,1,0,0,0,0,1.11,0.0,1.11
Tarsis Bonga,Bundesliga,Bochum,GER,ATA,24,3,0,17,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Saulo Decarli,Bundesliga,Bochum,SUI,DEF,29,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Sergio Herrera,La Liga,Osasuna,ESP,GK,28,36,36,3240,36.0,0,0,0,0,0,3,0,0.0,0.0,0.0
David García,La Liga,Osasuna,ESP,DEF,27,35,35,3105,34.5,4,0,4,0,0,8,0,0.12,0.0,0.12
Jon Moncayola,La Liga,Osasuna,ESP,MEI,23,36,33,2915,32.4,2,3,2,0,0,2,0,0.06,0.09,0.15
Nacho Vidal,La Liga,Osasuna,ESP,DEF,26,35,33,2902,32.2,0,1,0,0,0,9,0,0.0,0.03,0.03
Lucas Torró,La Liga,Osasuna,ESP,MEI,27,33,32,2725,30.3,1,0,1,0,0,10,0,0.03,0.0,0.03
Rubén García,La Liga,Osasuna,ESP,ATA,28,37,30,2375,26.4,1,6,1,0,2,1,0,0.04,0.23,0.27
Darko Brašanac,La Liga,Osasuna,SRB,MEI,29,35,27,2405,26.7,1,2,1,0,0,8,0,0.04,0.07,0.11
Manuel Sánchez,La Liga,Osasuna,ESP,DEF,20,33,25,2257,25.1,1,3,1,0,0,6,0,0.04,0.12,0.16
Juan Cruz Armada,La Liga,Osasuna,ESP,DEF,29,23,22,1934,21.5,0,0,0,0,0,4,0,0.0,0.0,0.0
Ezequiel Ávila,La Liga,Osasuna,ARG,ATA,27,36,22,1870,20.8,6,1,5,1,1,9,1,0.29,0.05,0.34
Ante Budimir,La Liga,Osasuna,CRO,ATA,30,28,20,1738,19.3,8,2,6,2,2,3,0,0.41,0.1,0.52
Kike,La Liga,Osasuna,ESP,ATA,31,33,18,1862,20.7,5,1,4,1,1,2,0,0.24,0.05,0.29
Unai García,La Liga,Osasuna,ESP,DEF,29,18,15,1408,15.6,0,0,0,0,0,5,0,0.0,0.0,0.0
Aridane Hernández,La Liga,Osasuna,EQG,DEF,32,15,12,1159,12.9,0,0,0,0,0,1,0,0.0,0.0,0.0
José Ángel,La Liga,Osasuna,ESP,DEF,31,23,12,1083,12.0,1,1,1,0,0,2,1,0.08,0.08,0.17
Javi Martínez,La Liga,Osasuna,ESP,MEI,21,26,9,879,9.8,1,1,1,0,0,1,0,0.1,0.1,0.2
Kike Barja,La Liga,Osasuna,ESP,MEI,24,21,9,865,9.6,2,0,2,0,0,2,0,0.21,0.0,0.21
Oier Sanjurjo,La Liga,Osasuna,ESP,MEI,35,25,8,758,8.4,1,0,1,0,0,3,0,0.12,0.0,0.12
Roberto Torres,La Liga,Osasuna,ESP,MEI,32,28,6,809,9.0,2,2,0,2,2,3,0,0.22,0.22,0.44
Iñigo Pérez,La Liga,Osasuna,ESP,MEI,33,10,4,338,3.8,1,0,1,0,0,0,0,0.26,0.0,0.26
Jonás Ramalho,La Liga,Osasuna,ESP,DEF,28,3,3,243,2.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Jesús Areso,La Liga,Osasuna,ESP,DEF,22,3,2,188,2.1,0,0,0,0,0,1,0,0.0,0.0,0.0
Juan Pérez,La Liga,Osasuna,ESP,GK,25,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Iker Benito,La Liga,Osasuna,ESP,MEI,18,4,1,118,1.3,0,0,0,0,0,1,0,0.0,0.0,0.0
Robert Ibáñez,La Liga,Osasuna,ESP,MEI,28,4,1,93,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Unai Dufur,La Liga,Osasuna,ESP,DEF,22,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Javier Ontiveros,La Liga,Osasuna,ESP,MEI,23,3,0,39,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Barbero,La Liga,Osasuna,ESP,MEI,22,6,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Matías Dituro,La Liga,Celta Vigo,ARG,GK,34,38,38,3420,38.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Javi Galán,La Liga,Celta Vigo,ESP,DEF,26,37,37,3298,36.6,0,3,0,0,0,8,0,0.0,0.08,0.08
Iago Aspas,La Liga,Celta Vigo,ESP,ATA,33,37,36,3087,34.3,18,5,15,3,5,9,0,0.52,0.15,0.67
Brais Méndez,La Liga,Celta Vigo,ESP,MEI,24,37,36,3021,33.6,4,5,4,0,0,8,0,0.12,0.15,0.27
Denis Suárez,La Liga,Celta Vigo,ESP,MEI,27,38,33,2819,31.3,4,6,4,0,0,4,0,0.13,0.19,0.32
Fran Beltrán,La Liga,Celta Vigo,ESP,MEI,22,37,31,2597,28.9,1,0,1,0,0,4,0,0.03,0.0,0.03
Joseph Aidoo,La Liga,Celta Vigo,GHA,DEF,25,32,30,2637,29.3,0,0,0,0,0,1,0,0.0,0.0,0.0
Santi Mina,La Liga,Celta Vigo,ESP,ATA,25,33,30,2367,26.3,7,3,7,0,1,4,0,0.27,0.11,0.38
Néstor Araujo,La Liga,Celta Vigo,MEX,DEF,29,34,29,2617,29.1,0,0,0,0,0,4,0,0.0,0.0,0.0
Hugo Mallo,La Liga,Celta Vigo,ESP,DEF,30,21,21,1826,20.3,1,1,1,0,0,5,2,0.05,0.05,0.1
Franco Cervi,La Liga,Celta Vigo,ARG,MEI,27,33,21,1801,20.0,4,3,4,0,0,5,0,0.2,0.15,0.35
Kevin Vázquez,La Liga,Celta Vigo,ESP,DEF,28,17,16,1334,14.8,0,1,0,0,0,3,0,0.0,0.07,0.07
Nolito,La Liga,Celta Vigo,ESP,MEI,34,32,15,1384,15.4,2,0,2,0,0,2,0,0.13,0.0,0.13
Renato Tapia,La Liga,Celta Vigo,PER,MEI,26,29,13,1412,15.7,0,0,0,0,0,10,0,0.0,0.0,0.0
Jeison Murillo,La Liga,Celta Vigo,COL,DEF,29,19,12,1117,12.4,0,0,0,0,0,5,1,0.0,0.0,0.0
Thiago Galhardo,La Liga,Celta Vigo,BRA,ATA,32,31,9,1148,12.8,2,2,2,0,0,5,0,0.16,0.16,0.31
Augusto Solari,La Liga,Celta Vigo,ARG,MEI,29,26,4,714,7.9,0,0,0,0,0,5,0,0.0,0.0,0.0
Carlos Dominguez,La Liga,Celta Vigo,ESP,DEF,20,8,3,344,3.8,0,0,0,0,0,1,0,0.0,0.0,0.0
José Fontán,La Liga,Celta Vigo,ESP,DEF,21,9,3,276,3.1,0,0,0,0,0,3,0,0.0,0.0,0.0
Okay Yokuşlu,La Liga,Celta Vigo,TUR,DEF,27,8,1,140,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0
Gabriel Veiga,La Liga,Celta Vigo,ESP,MEI,19,7,0,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Orbelín Pineda,La Liga,Celta Vigo,MEX,MEI,25,7,0,99,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Hugo Álvarez,La Liga,Celta Vigo,ESP,ATA,36,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Predrag Rajković,Ligue 1,Reims,SRB,GK,25,38,38,3420,38.0,0,0,0,0,0,3,0,0.0,0.0,0.0
Wout Faes,Ligue 1,Reims,BEL,DEF,23,37,37,3330,37.0,4,0,4,0,0,2,0,0.11,0.0,0.11
Yunis Abdelhamid,Ligue 1,Reims,MAR,DEF,33,34,34,2983,33.1,2,0,2,0,0,5,1,0.06,0.0,0.06
Azor Matusiwa,Ligue 1,Reims,NED,MEI,23,29,29,2463,27.4,1,1,1,0,0,8,1,0.04,0.04,0.07
Ghislain Konan,Ligue 1,Reims,CIV,DEF,25,28,28,2418,26.9,1,3,1,0,0,1,0,0.04,0.11,0.15
Thomas Foket,Ligue 1,Reims,BEL,DEF,26,29,26,2235,24.8,1,0,1,0,0,5,0,0.04,0.0,0.04
Andrew Gravillon,Ligue 1,Reims,GLP,DEF,23,26,24,2135,23.7,0,0,0,0,0,9,2,0.0,0.0,0.0
Ilan Kebbal,Ligue 1,Reims,ALG,MEI,23,31,21,1772,19.7,1,4,1,0,0,1,0,0.05,0.2,0.25
Marshall Munetsi,Ligue 1,Reims,ZIM,MEI,25,24,20,1885,20.9,5,1,5,0,0,7,0,0.24,0.05,0.29
Dion Lopy,Ligue 1,Reims,SEN,MEI,19,26,19,1642,18.2,0,0,0,0,0,4,0,0.0,0.0,0.0
Nathanael Mbuku,Ligue 1,Reims,FRA,ATA,19,31,18,1418,15.8,2,1,2,0,0,1,0,0.13,0.06,0.19
Hugo Ekitike,Ligue 1,Reims,FRA,ATA,19,24,15,1273,14.1,10,3,9,1,2,1,1,0.71,0.21,0.92
El Bilal Touré,Ligue 1,Reims,MLI,ATA,19,21,15,1194,13.3,2,4,1,1,1,2,0,0.15,0.3,0.45
Maxime Busi,Ligue 1,Reims,BEL,DEF,21,18,13,1296,14.4,1,0,1,0,0,3,0,0.07,0.0,0.07
Alexis Flips,Ligue 1,Reims,FRA,ATA,21,25,13,1056,11.7,2,4,1,1,1,2,0,0.17,0.34,0.51
Banzouzi Locko,Ligue 1,Reims,FRA,DEF,19,24,11,1011,11.2,1,1,1,0,0,4,0,0.09,0.09,0.18
Mitchell van Bergen,Ligue 1,Reims,NED,ATA,21,20,11,983,10.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Moreto Cassamã,Ligue 1,Reims,GNB,MEI,23,17,11,801,8.9,2,0,2,0,0,1,0,0.22,0.0,0.22
Valon Berisha,Ligue 1,Reims,KVX,MEI,28,13,5,455,5.1,0,1,0,0,0,2,1,0.0,0.2,0.2
Arber Zeneli,Ligue 1,Reims,KVX,ATA,26,9,4,409,4.5,2,3,2,0,0,0,0,0.44,0.67,1.11
Jens Cajuste,Ligue 1,Reims,SWE,MEI,21,8,4,364,4.0,2,0,1,1,1,0,0,0.5,0.0,0.5
Fraser Hornby,Ligue 1,Reims,SCO,ATA,21,8,4,350,3.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Philippe Koffi,Ligue 1,Reims,FRA,ATA,19,10,3,375,4.2,1,0,1,0,0,1,0,0.24,0.0,0.24
Anastasios Donis,Ligue 1,Reims,GRE,ATA,24,13,3,370,4.1,0,0,0,0,0,0,1,0.0,0.0,0.0
Mathieu Cafaro,Ligue 1,Reims,FRA,ATA,24,4,3,192,2.1,0,0,0,0,0,2,0,0.0,0.0,0.0
Martin Adeline,Ligue 1,Reims,FRA,MEI,17,8,2,352,3.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Kamory Doumbia,Ligue 1,Reims,MLI,MEI,18,8,2,352,3.9,2,1,2,0,0,1,0,0.51,0.26,0.77
Xavier Chavalerin,Ligue 1,Reims,FRA,MEI,30,3,2,220,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Fodé Doucouré,Ligue 1,Reims,MLI,DEF,20,3,1,154,1.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Moustapha Mbow,Ligue 1,Reims,SEN,DEF,21,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Kaj Sierhuis,Ligue 1,Reims,NED,ATA,23,2,1,80,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0
Sambou Sissoko,Ligue 1,Reims,FRA,MEI,22,8,0,176,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Moussa Doumbia,Ligue 1,Reims,MLI,ATA,26,4,0,86,1.0,0,0,0,0,1,0,0,0.0,0.0,0.0
Pontus Jansson,Premier League,Brentford,SWE,DEF,30,37,37,3321,36.9,3,1,3,0,0,7,0,0.08,0.03,0.11
Christian Nørgaard,Premier League,Brentford,DEN,MEI,27,35,35,3054,33.9,3,4,3,0,0,8,0,0.09,0.12,0.21
Bryan Mbeumo,Premier League,Brentford,FRA,ATA,21,35,34,2905,32.3,4,7,3,1,1,4,0,0.12,0.22,0.34
Rico Henry,Premier League,Brentford,ENG,DEF,24,34,33,2776,30.8,3,0,3,0,0,2,0,0.1,0.0,0.1
Ivan Toney,Premier League,Brentford,ENG,ATA,25,33,32,2909,32.3,12,5,7,5,5,8,0,0.37,0.15,0.53
Ethan Pinnock,Premier League,Brentford,JAM,DEF,28,32,32,2694,29.9,1,1,1,0,0,1,0,0.03,0.03,0.07
Vitaly Janelt,Premier League,Brentford,GER,MEI,23,31,27,2298,25.5,4,0,4,0,0,3,0,0.16,0.0,0.16
Sergi Canós,Premier League,Brentford,ESP,DEF,24,31,25,2083,23.1,3,2,3,0,0,8,1,0.13,0.09,0.22
David Raya,Premier League,Brentford,ESP,GK,25,24,24,2160,24.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Kristoffer Ajer,Premier League,Brentford,NOR,DEF,23,24,23,1995,22.2,1,3,1,0,0,5,0,0.05,0.14,0.18
Mathias Jensen,Premier League,Brentford,DEN,MEI,25,31,19,1601,17.8,0,1,0,0,0,0,0,0.0,0.06,0.06
Yoane Wissa,Premier League,Brentford,COD,ATA,24,30,12,1284,14.3,7,1,7,0,0,0,0,0.49,0.07,0.56
Mads Roerslev,Premier League,Brentford,DEN,DEF,22,21,12,1240,13.8,1,1,1,0,0,1,0,0.07,0.07,0.14
Álvaro Fernández,Premier League,Brentford,ESP,GK,23,12,12,1080,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Frank Onyeka,Premier League,Brentford,NGA,MEI,23,20,12,1045,11.6,0,0,0,0,0,4,0,0.0,0.0,0.0
Christian Eriksen,Premier League,Brentford,DEN,MEI,29,11,10,939,10.4,1,4,1,0,0,1,0,0.1,0.38,0.48
Shandon Baptiste,Premier League,Brentford,GRN,MEI,23,22,9,910,10.1,1,1,1,0,0,2,1,0.1,0.1,0.2
Mads Bech Sørensen,Premier League,Brentford,DEN,DEF,22,11,9,835,9.3,0,0,0,0,0,3,0,0.0,0.0,0.0
Mathias Jørgensen,Premier League,Brentford,DEN,DEF,31,8,6,518,5.8,1,0,1,0,0,2,0,0.17,0.0,0.17
Saman Ghoddos,Premier League,Brentford,IRN,DEF,27,17,4,536,6.0,1,1,1,0,0,2,0,0.17,0.17,0.33
Charlie Goode,Premier League,Brentford,ENG,DEF,25,6,4,450,5.0,0,0,0,0,0,3,0,0.0,0.0,0.0
Josh Dasilva,Premier League,Brentford,ENG,MEI,22,9,2,257,2.9,0,0,0,0,0,0,1,0.0,0.0,0.0
Jonas Lössl,Premier League,Brentford,DEN,GK,32,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Dominic Thompson,Premier League,Brentford,ENG,DEF,21,2,2,146,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0
Marcus Forss,Premier League,Brentford,FIN,ATA,22,7,1,209,2.3,0,1,0,0,0,0,0,0.0,0.43,0.43
Mads Bidstrup,Premier League,Brentford,DEN,MEI,20,4,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Tariqe Fosu,Premier League,Brentford,GHA,DEF,25,1,0,17,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Finley Stevens,Premier League,Brentford,WAL,DEF,18,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Łukasz Skorupski,Serie A,Bologna,POL,GK,30,36,36,3240,36.0,0,0,0,0,0,4,0,0.0,0.0,0.0
Aaron Hickey,Serie A,Bologna,SCO,DEF,19,36,34,2820,31.3,5,1,5,0,0,7,0,0.16,0.03,0.19
Gary Medel,Serie A,Bologna,CHI,DEF,33,33,32,2823,31.4,0,1,0,0,0,10,1,0.0,0.03,0.03
Marko Arnautović,Serie A,Bologna,AUT,ATA,32,33,32,2694,29.9,14,1,12,2,3,6,0,0.47,0.03,0.5
Roberto Soriano,Serie A,Bologna,ITA,MEI,30,35,32,2622,29.1,0,4,0,0,0,6,2,0.0,0.14,0.14
Mattias Svanberg,Serie A,Bologna,SWE,MEI,22,36,31,2564,28.5,3,3,3,0,0,7,0,0.11,0.11,0.21
Arthur Theate,Serie A,Bologna,BEL,DEF,21,31,28,2424,26.9,2,1,2,0,0,6,0,0.07,0.04,0.11
Lorenzo De Silvestri,Serie A,Bologna,ITA,DEF,33,31,27,2294,25.5,3,2,3,0,0,7,0,0.12,0.08,0.2
Adama Soumaoro,Serie A,Bologna,FRA,DEF,29,28,26,2266,25.2,0,0,0,0,0,6,2,0.0,0.0,0.0
Musa Barrow,Serie A,Bologna,GAM,ATA,22,34,25,2134,23.7,6,6,6,0,0,0,0,0.25,0.25,0.51
Nicolás Domínguez,Serie A,Bologna,ARG,MEI,23,28,23,2015,22.4,0,3,0,0,0,8,0,0.0,0.13,0.13
Riccardo Orsolini,Serie A,Bologna,ITA,ATA,24,29,21,1785,19.8,6,3,4,2,2,2,0,0.3,0.15,0.45
Jerdy Schouten,Serie A,Bologna,NED,MEI,24,17,16,1392,15.5,1,1,1,0,0,4,1,0.06,0.06,0.13
Kevin Bonifazi,Serie A,Bologna,ITA,DEF,25,22,14,1210,13.4,0,0,0,0,0,4,1,0.0,0.0,0.0
Mitchell Dijks,Serie A,Bologna,NED,DEF,28,16,7,694,7.7,0,2,0,0,0,2,0,0.0,0.26,0.26
Luis Binks,Serie A,Bologna,ENG,DEF,19,15,7,646,7.2,0,0,0,0,0,3,0,0.0,0.0,0.0
Nicola Sansone,Serie A,Bologna,ITA,ATA,29,27,6,896,10.0,2,3,2,0,0,6,0,0.2,0.3,0.5
Andreas Skov Olsen,Serie A,Bologna,DEN,DEF,21,18,6,747,8.3,0,2,0,0,0,0,0,0.0,0.24,0.24
Michel Aebischer,Serie A,Bologna,SUI,MEI,24,12,4,443,4.9,0,0,0,0,0,1,0,0.0,0.0,0.0
Emanuel Vignato,Serie A,Bologna,ITA,MEI,20,24,3,594,6.6,0,1,0,0,0,2,0,0.0,0.15,0.15
Francesco Bardi,Serie A,Bologna,ITA,GK,29,2,2,177,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Denso Kasius,Serie A,Bologna,NED,DEF,18,7,1,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Ibrahima Mbaye,Serie A,Bologna,SEN,DEF,26,6,1,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Nicolas Viola,Serie A,Bologna,ITA,MEI,31,6,1,102,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Kingsley Michael,Serie A,Bologna,NGA,MEI,21,2,1,76,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Antonio Raimondo,Serie A,Bologna,ITA,ATA,17,1,1,74,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Wisdom Amey,Serie A,Bologna,ITA,DEF,15,1,1,71,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0
Federico Santander,Serie A,Bologna,PAR,ATA,30,7,0,67,0.7,1,0,1,0,0,1,0,1.43,0.0,1.43
Diego Falcinelli,Serie A,Bologna,ITA,ATA,30,6,0,66,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0
Riccardo Stivanello,Serie A,Bologna,ITA,DEF,17,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Kacper Urbanski,Serie A,Bologna,POL,MEI,16,1,0,45,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0
Sydney van Hooijdonk,Serie A,Bologna,NED,ATA,21,4,0,38,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Ebenezer Annan,Serie A,Bologna,GHA,DEF,18,1,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0
Niklas Pyyhtiä,Serie A,Bologna,FIN,MEI,17,1,0,19,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0
Takehiro Tomiyasu,Serie A,Bologna,JPN,DEF,22,1,0,10,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Matty Cash,Premier League,Aston Villa,POL,DEF,23,38,38,3377,37.5,4,3,4,0,0,8,0,0.11,0.08,0.19
Emiliano Martínez,Premier League,Aston Villa,ARG,GK,28,36,36,3240,36.0,0,0,0,0,0,4,0,0.0,0.0,0.0
Tyrone Mings,Premier League,Aston Villa,ENG,DEF,28,36,35,3189,35.4,1,3,1,0,0,11,0,0.03,0.08,0.11
John McGinn,Premier League,Aston Villa,SCO,MEI,26,35,35,3090,34.3,3,4,3,0,0,8,0,0.09,0.12,0.2
Ollie Watkins,Premier League,Aston Villa,ENG,ATA,25,35,33,2952,32.8,11,2,10,1,1,7,0,0.34,0.06,0.4
Douglas Luiz,Premier League,Aston Villa,BRA,MEI,23,34,31,2715,30.2,2,3,2,0,0,7,0,0.07,0.1,0.17
Ezri Konsa,Premier League,Aston Villa,ENG,DEF,23,29,29,2477,27.5,2,0,2,0,0,6,2,0.07,0.0,0.07
Jacob Ramsey,Premier League,Aston Villa,ENG,MEI,20,34,29,2467,27.4,6,1,6,0,0,6,0,0.22,0.04,0.26
Emi Buendía,Premier League,Aston Villa,ARG,ATA,24,35,22,1899,21.1,4,6,4,0,0,1,0,0.19,0.28,0.47
Danny Ings,Premier League,Aston Villa,ENG,ATA,29,30,22,1898,21.1,7,6,6,1,1,4,0,0.33,0.28,0.62
Matt Targett,Premier League,Aston Villa,ENG,DEF,25,17,17,1431,15.9,1,1,1,0,0,2,0,0.06,0.06,0.13
Philippe Coutinho,Premier League,Aston Villa,BRA,MEI,29,19,16,1329,14.8,5,3,5,0,0,0,0,0.34,0.2,0.54
Lucas Digne,Premier League,Aston Villa,FRA,DEF,28,16,16,1269,14.1,0,4,0,0,0,2,0,0.0,0.28,0.28
Ashley Young,Premier League,Aston Villa,ENG,DEF,36,24,10,1250,13.9,0,2,0,0,0,2,0,0.0,0.14,0.14
Marvelous Nakamba,Premier League,Aston Villa,ZIM,MEI,27,16,10,904,10.0,0,0,0,0,0,5,0,0.0,0.0,0.0
Calum Chambers,Premier League,Aston Villa,ENG,DEF,26,11,9,831,9.2,1,0,1,0,0,1,0,0.11,0.0,0.11
Leon Bailey,Premier League,Aston Villa,JAM,ATA,23,18,7,761,8.5,1,2,1,0,0,3,0,0.12,0.24,0.35
Axel Tuanzebe,Premier League,Aston Villa,ENG,DEF,23,9,6,508,5.6,0,0,0,0,0,1,0,0.0,0.0,0.0
Kortney Hause,Premier League,Aston Villa,ENG,DEF,26,7,4,397,4.4,1,0,1,0,0,0,0,0.23,0.0,0.23
Anwar El Ghazi,Premier League,Aston Villa,NED,ATA,26,9,4,386,4.3,1,1,0,1,1,2,0,0.23,0.23,0.47
Morgan Sanson,Premier League,Aston Villa,FRA,MEI,26,10,3,356,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Carney Chukwuemeka,Premier League,Aston Villa,ENG,MEI,17,12,2,301,3.3,0,1,0,0,0,0,0,0.0,0.3,0.3
Bertrand Traoré,Premier League,Aston Villa,BFA,MEI,25,9,1,220,2.4,0,0,0,0,0,0,0,0.0,0.0,0.0
Tim Iroegbunam,Premier League,Aston Villa,ENG,MEI,18,3,1,92,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0
Robin Olsen,Premier League,Aston Villa,SWE,GK,31,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Jed Steer,Premier League,Aston Villa,ENG,GK,28,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0
Cameron Archer,Premier League,Aston Villa,ENG,MEI,19,3,0,27,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0
Keinan Davis,Premier League,Aston Villa,ENG,ATA,23,1,0,12,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Trézéguet,Premier League,Aston Villa,EGY,ATA,26,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Jaden Philogene Bidace,Premier League,Aston Villa,ENG,ATA,19,1,0,5,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0
Joris Chotard,Ligue 1,Montpellier,FRA,MEI,19,36,33,2935,32.6,1,1,1,0,0,5,0,0.03,0.03,0.06
Jordan Ferri,Ligue 1,Montpellier,FRA,MEI,29,34,33,2911,32.3,0,2,0,0,0,13,1,0.0,0.06,0.06
